Country,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,COV
Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,2.0,0.0,1.0,1.0,0.0,3.0,19.0,4.0,1.0,9.0,22.0,14.0,9.0,18.0,41.0,23.0,37.0,29.0,49.0,1.733464313157253
Thailand,79.0,55.0,84.0,51.0,14.0,24.0,14.0,12.0,6.0,25.0,16.0,23.0,72.0,23.0,21.0,24.0,15.0,72.0,93.0,43.0,101.0,110.0,,117.0,150.0,395.0,414.0,295.0,487.0,1230.0,1663.0,1467.0,1855.0,2533.0,4060.0,4846.0,3448.0,2944.0,4820.0,1.7285596124956162
Argentina,900.0,864.0,1686.0,975.0,561.0,1112.0,1239.0,3185.0,804.0,1743.0,3085.0,2587.0,1607.0,2060.0,976.0,643.0,267.0,431.0,515.0,592.0,677.0,640.0,767.0,1208.0,1497.0,1201.0,2166.0,2330.0,2012.0,2943.0,3685.0,1722.0,1952.0,4654.0,16288.0,6115.0,6383.0,21695.0,27223.0,1.7254624438120743
Turkey,207.0,85.0,22.0,322.0,68.0,33.0,18.0,242.0,48.0,11.0,17.0,63.0,57.0,272.0,389.0,255.0,193.0,182.0,510.0,222.0,429.0,694.0,672.0,347.0,442.0,692.0,712.0,289.0,454.0,411.0,207.0,279.0,1048.0,2678.0,3145.0,5706.0,5063.0,2661.0,1520.0,1.6984869847855872
Kenya,6.0,,3.0,,,,,,,,,,,,,0.0,300.0,285.0,424.0,180.0,290.0,63.0,,58.0,,,,136907.0,7404.0,9035.0,422.0,11991.0,30590.0,17949.0,46187.0,66617.0,78497.0,49903.0,13281.0,1.682883794847824
Uzbekistan,0.0,102.0,103.0,0.0,69.0,42.0,62.0,36.0,33.0,35.0,31.0,106.0,115.0,126.0,35.0,40.0,78.0,57.0,77.0,54.0,32.0,197.0,197.0,266.0,357.0,525.0,1502.0,902.0,713.0,,,,,,,,,,,1.6561653110131258
Republic of Korea (the),951.0,110.0,146.0,205.0,76.0,36.0,230.0,97.0,18.0,42.0,7.0,14.0,17.0,10.0,6.0,5.0,10.0,9.0,28.0,,9.0,13.0,3.0,3.0,39.0,,,,174.0,168.0,565.0,808.0,188.0,479.0,1854.0,443.0,700.0,1622.0,1554.0,1.654926815811991
Togo,27.0,,11.0,23.0,38.0,30.0,32.0,34.0,53.0,72.0,156.0,27.0,,,88.0,71.0,177.0,628.0,115.0,241.0,491.0,14.0,112.0,60.0,134.0,191.0,,362.0,431.0,576.0,1132.0,2149.0,1408.0,2440.0,3687.0,2628.0,4253.0,5314.0,3901.0,1.6425772606177396
Burundi,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,154.0,,72.0,351.0,94.0,,,273.0,155.0,95.0,218.0,352.0,529.0,895.0,1114.0,1979.0,4152.0,4516.0,5564.0,5775.0,6092.0,9352.0,9613.0,1.6351373815926977
Philippines (the),339.0,88.0,29.0,5.0,0.0,23.0,0.0,,62.0,2.0,46.0,17.0,41.0,20.0,10.0,9.0,8.0,16.0,23.0,4.0,0.0,24.0,,22.0,26.0,19.0,5128.0,3377.0,4135.0,9466.0,7814.0,8856.0,16139.0,19628.0,21479.0,17380.0,15879.0,19178.0,19844.0,1.632718094702017
Serbia,351.0,285.0,148.0,89.0,281.0,39.0,51.0,25.0,1.0,5.0,6.0,3.0,5.0,4.0,78.0,14.0,72.0,7.0,24.0,40.0,116.0,218.0,270.0,446.0,458.0,467.0,236.0,1070.0,1440.0,1473.0,1712.0,4610.0,2978.0,3744.0,4666.0,5550.0,5321.0,4593.0,6710.0,1.6142011173311086
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,4.0,4.0,9.0,7.0,11.0,12.0,15.0,9.0,22.0,0.0,3.0,9.0,10.0,1.612304406730595
Belgium,1354.0,1535.0,2105.0,1203.0,1501.0,1142.0,548.0,103.0,133.0,,260.0,293.0,196.0,231.0,96.0,59.0,27.0,28.0,,,,14.0,8.0,3.0,3.0,2.0,,0.0,,3.0,3.0,15.0,5.0,3.0,,,,,,1.6044816290582933
Peru,483.0,611.0,143.0,119.0,236.0,1373.0,1173.0,56.0,64.0,254.0,59.0,47.0,84.0,127.0,201.0,68.0,54.0,24.0,68.0,2388.0,2490.0,989.0,355.0,872.0,3123.0,1013.0,369.0,470.0,1134.0,1714.0,1553.0,2344.0,2796.0,7226.0,7145.0,7164.0,8238.0,11973.0,12134.0,1.584802181954259
United Kingdom of Great Britain and Northern Ireland (the),3423.0,5097.0,7085.0,5207.0,4046.0,6090.0,11980.0,1243.0,518.0,846.0,1028.0,1163.0,478.0,358.0,169.0,521.0,1054.0,1049.0,866.0,,0.0,3669.0,2724.0,2399.0,4837.0,4718.0,2750.0,6282.0,16605.0,12305.0,5473.0,16791.0,39939.0,24244.0,6419.0,21589.0,70928.0,21461.0,22924.0,1.5593530744230215
Lao People's Democratic Republic (the),289.0,111.0,9.0,140.0,,60.0,412.0,38.0,6.0,12.0,26.0,13.0,182.0,120.0,199.0,200.0,,111.0,80.0,133.0,49.0,90.0,264.0,106.0,900.0,104.0,233.0,2227.0,856.0,271.0,2523.0,980.0,286.0,2881.0,1813.0,652.0,396.0,,2718.0,1.54615229871864
Central African Republic (the),612.0,497.0,353.0,379.0,241.0,124.0,124.0,100.0,1.0,63.0,,2.0,65.0,87.0,561.0,80.0,10.0,1358.0,,0.0,16.0,11.0,,6.0,,,,,46.0,746.0,802.0,826.0,1071.0,2443.0,1566.0,452.0,931.0,1384.0,4340.0,1.5161991660933052
Spain,3665.0,4633.0,4892.0,,,2342.0,3439.0,3088.0,739.0,393.0,563.0,556.0,378.0,295.0,,512.0,345.0,,921.0,417.0,315.0,1134.0,3577.0,3741.0,5021.0,6229.0,11518.0,8365.0,10075.0,33217.0,14506.0,26958.0,55846.0,60564.0,35967.0,36164.0,50463.0,,,1.5118724318016705
Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,2.0,16.0,4.0,41.0,,20.0,,24.0,26.0,,,,,1786.0,1512.0,151.0,1286.0,1649.0,1206.0,743.0,464.0,896.0,1968.0,1323.0,1250.0,1.5075748629980672
Burkina Faso,9.0,0.0,16.0,0.0,7.0,3.0,0.0,6.0,13.0,68.0,171.0,44.0,54.0,170.0,420.0,171.0,212.0,238.0,351.0,340.0,,,62.0,419.0,233.0,243.0,485.0,1314.0,713.0,1428.0,1402.0,3378.0,3333.0,5078.0,2824.0,3586.0,5219.0,3144.0,3888.0,1.5064800769155204
Germany,12907.0,16183.0,13809.0,9000.0,12260.0,,,,,,,,,,,,,,,,,,,,,,,,,94.0,244.0,60.0,76.0,306.0,187.0,207.0,217.0,209.0,258.0,1.5050589877962715
Fiji,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,6.0,4.0,9.0,0.0,2.0,5.0,5.0,15.0,8.0,13.0,1.4937314661387353
Angola,0.0,,0.0,0.0,0.0,0.0,1259.0,1554.0,2539.0,1127.0,1148.0,921.0,1328.0,0.0,1675.0,2654.0,0.0,740.0,560.0,,,,,,,1458.0,,10078.0,14420.0,21674.0,14343.0,10015.0,6953.0,15846.0,23993.0,28461.0,31429.0,31481.0,54126.0,1.4900039066272583
Brazil,2232.0,1804.0,1208.0,2920.0,8338.0,5211.0,5400.0,2257.0,477.0,1037.0,1275.0,596.0,797.0,1328.0,1146.0,1110.0,406.0,657.0,764.0,1369.0,1704.0,101.0,1245.0,3798.0,4098.0,5388.0,5155.0,7252.0,15329.0,13810.0,8869.0,16898.0,23946.0,22119.0,19221.0,26297.0,54766.0,42247.0,45752.0,1.4832208528574402
Colombia,416.0,330.0,536.0,986.0,734.0,13682.0,3289.0,1010.0,344.0,407.0,408.0,125.0,233.0,139.0,25.0,140.0,322.0,577.0,446.0,332.0,311.0,425.0,111.0,1144.0,1609.0,1271.0,872.0,1336.0,1961.0,2384.0,1864.0,3272.0,2055.0,1629.0,3211.0,5450.0,7220.0,4990.0,7664.0,1.4706479982240201
Guatemala,67.0,62.0,152.0,83.0,25.0,34.0,273.0,0.0,0.0,0.0,60.0,97.0,48.0,0.0,391.0,350.0,50.0,229.0,146.0,291.0,441.0,567.0,65.0,34.0,29.0,34.0,156.0,149.0,130.0,145.0,625.0,53.0,509.0,1507.0,1970.0,1280.0,1539.0,1211.0,1513.0,1.4577964665413015
Democratic People's Republic of Korea (the),0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,8.0,395.0,1250.0,409.0,493.0,1930.0,1084.0,1087.0,87.0,304.0,50.0,32.0,60.0,98.0,130.0,150.0,,47.0,49.0,58.0,274.0,363.0,494.0,952.0,1607.0,1767.0,1919.0,563.0,110.0,0.0,1.4473931052250935
Uruguay,187.0,293.0,371.0,777.0,0.0,323.0,598.0,639.0,36.0,9.0,128.0,26.0,15.0,0.0,0.0,1.0,5.0,6.0,0.0,3.0,1.0,12.0,17.0,69.0,11.0,17.0,42.0,42.0,161.0,40.0,25.0,384.0,1095.0,503.0,88.0,133.0,761.0,445.0,192.0,1.446972097009116
Ghana,8.0,0.0,123.0,21.0,0.0,0.0,,,63.0,,4.0,487.0,35.0,,,105.0,326.0,523.0,636.0,749.0,819.0,,1141.0,1147.0,1689.0,2360.0,2672.0,1602.0,2651.0,3744.0,2694.0,5079.0,2514.0,8704.0,5255.0,6279.0,10384.0,13509.0,13216.0,1.4347368813812895
Slovakia,376.0,191.0,289.0,334.0,1123.0,907.0,950.0,936.0,1379.0,288.0,105.0,21.0,21.0,17.0,21.0,47.0,36.0,3.0,43.0,108.0,8.0,55.0,74.0,10.0,56.0,353.0,44.0,54.0,194.0,,,,,,,,,,,1.4312414829587865
Israel,706.0,467.0,1143.0,5338.0,1509.0,1394.0,2730.0,2345.0,1244.0,1182.0,2169.0,2635.0,1495.0,357.0,1653.0,970.0,550.0,570.0,452.0,336.0,83.0,88.0,126.0,57.0,52.0,138.0,99.0,35.0,155.0,260.0,11.0,96.0,73.0,24.0,7.0,78.0,62.0,25.0,19.0,1.4108656048127044
Paraguay,53.0,44.0,31.0,32.0,101.0,81.0,44.0,11.0,1.0,1.0,7.0,8.0,6.0,13.0,40.0,48.0,36.0,65.0,24.0,29.0,36.0,40.0,40.0,13.0,49.0,272.0,372.0,118.0,115.0,291.0,886.0,251.0,111.0,363.0,795.0,361.0,412.0,459.0,652.0,1.410306629752907
Benin,,,,0.0,0.0,0.0,0.0,0.0,53.0,,0.0,0.0,0.0,99.0,49.0,,,,215.0,45.0,,,119.0,1055.0,,,,190.0,,455.0,665.0,2148.0,1138.0,2646.0,2158.0,1937.0,2705.0,4039.0,2694.0,1.4073568704745012
Lebanon,64.0,90.0,97.0,53.0,0.0,58.0,53.0,7.0,19.0,65.0,50.0,45.0,46.0,43.0,21.0,28.0,51.0,7.0,1.0,19.0,8.0,14.0,8.0,4.0,1.0,14.0,6.0,,,,,,,,,296.0,,,,1.3980872359806933
Kazakhstan,97.0,44.0,32.0,74.0,23.0,14.0,43.0,66.0,35.0,39.0,45.0,69.0,120.0,222.0,57.0,12.0,30.0,71.0,87.0,56.0,66.0,268.0,249.0,504.0,685.0,665.0,1117.0,562.0,395.0,,,,,,,,,,,1.3841125697237269
Uganda,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,,,,913.0,9740.0,858.0,,,,,6064.0,1376.0,4196.0,2122.0,1.370718501120906
Cyprus,0.0,17.0,2.0,2.0,7.0,9.0,16.0,2.0,0.0,8.0,3.0,9.0,8.0,6.0,15.0,58.0,1.0,,6.0,12.0,5.0,12.0,20.0,15.0,17.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,23.0,1.0,3.0,0.0,1.3644467074657292
Luxembourg,9.0,19.0,6.0,0.0,,30.0,10.0,4.0,0.0,1.0,2.0,0.0,0.0,,3.0,10.0,,,0.0,,,0.0,1.0,1.0,0.0,4.0,1.0,2.0,3.0,22.0,2.0,0.0,6.0,17.0,6.0,20.0,21.0,16.0,46.0,1.3604786483253448
Sri Lanka,12.0,0.0,54.0,107.0,38.0,67.0,61.0,23.0,2.0,31.0,9.0,0.0,0.0,0.0,45.0,82.0,16.0,52.0,194.0,112.0,135.0,229.0,33.0,64.0,5.0,18.0,6.0,25.0,271.0,61.0,25.0,31.0,157.0,536.0,274.0,244.0,296.0,501.0,542.0,1.3522940250159112
Austria,2197.0,1411.0,1270.0,579.0,370.0,,571.0,309.0,414.0,183.0,183.0,133.0,72.0,130.0,130.0,170.0,150.0,253.0,117.0,103.0,113.0,117.0,94.0,91.0,145.0,89.0,138.0,182.0,234.0,190.0,113.0,260.0,177.0,301.0,176.0,181.0,433.0,264.0,186.0,1.3386770612360896
Mali,0.0,,,,0.0,,,,,,41.0,,0.0,33.0,33.0,,8.0,15.0,0.0,19.0,,,158.0,162.0,,,,230.0,430.0,1047.0,1919.0,2655.0,4864.0,4165.0,1738.0,2234.0,3003.0,4415.0,2811.0,1.3358500012097336
Brunei Darussalam,0.0,0.0,0.0,5.0,1.0,,3.0,3.0,1.0,0.0,2.0,,,0.0,0.0,0.0,,0.0,2.0,7.0,3.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.332587562105107
Afghanistan,488.0,1.0,0.0,432.0,0.0,371.0,1497.0,0.0,0.0,0.0,2448.0,5904.0,2515.0,2173.0,558.0,,1439.0,,896.0,1582.0,896.0,,,,,,,541.0,411.0,1494.0,4587.0,6073.0,5872.0,8531.0,6175.0,10209.0,8528.0,15388.0,15748.0,1.3280837533571836
Indonesia,40.0,1043.0,826.0,,2082.0,2976.0,,1941.0,,973.0,,,3356.0,8897.0,1547.0,4364.0,2113.0,1025.0,142.0,287.0,,6934.0,9041.0,8772.0,12292.0,13130.0,15177.0,16112.0,30014.0,41831.0,26670.0,16.0,121.0,1045.0,1257.0,626.0,9507.0,24764.0,32999.0,1.3240050755368622
Mauritania,0.0,,0.0,0.0,,,30.0,,,,0.0,0.0,,87.0,,,,,,,,,,,,,,1047.0,383.0,5032.0,761.0,737.0,2223.0,5958.0,8130.0,3797.0,2327.0,9479.0,7576.0,1.3231679058642525
Dominican Republic (the),147.0,41.0,26.0,69.0,98.0,17.0,11.0,3.0,37.0,18.0,11.0,10.0,17.0,63.0,53.0,23.0,10.0,19.0,40.0,21.0,20.0,2.0,2.0,0.0,4.0,5.0,71.0,33.0,227.0,255.0,104.0,149.0,217.0,172.0,177.0,302.0,216.0,212.0,558.0,1.3209631193521414
Haiti,9.0,0.0,,4.0,2.0,0.0,0.0,0.0,13.0,4.0,696.0,824.0,,496.0,44.0,5.0,2.0,30.0,14.0,24.0,,0.0,,0.0,,,,,913.0,1835.0,637.0,1299.0,469.0,1373.0,749.0,524.0,1559.0,730.0,812.0,1.3145256768521456
Panama,20.0,5.0,3.0,9.0,19.0,42.0,47.0,36.0,22.0,101.0,108.0,78.0,132.0,28.0,12.0,11.0,88.0,7.0,66.0,212.0,226.0,109.0,44.0,3.0,192.0,209.0,26.0,107.0,19.0,34.0,29.0,45.0,40.0,92.0,161.0,229.0,79.0,103.0,641.0,1.3094501372736385
Mexico,783.0,827.0,1029.0,1107.0,955.0,961.0,978.0,252.0,371.0,559.0,162.0,164.0,171.0,349.0,137.0,72.0,214.0,218.0,53.0,51.0,188.0,593.0,32.0,15.0,599.0,149.0,136.0,163.0,1078.0,1978.0,693.0,763.0,1268.0,2608.0,1753.0,1227.0,2000.0,3977.0,5539.0,1.3046973674862332
Portugal,60.0,115.0,563.0,230.0,73.0,103.0,224.0,32.0,14.0,68.0,69.0,22.0,22.0,78.0,38.0,4.0,2.0,,22.0,12.0,9.0,11.0,16.0,19.0,19.0,26.0,20.0,50.0,101.0,274.0,49.0,190.0,326.0,54.0,62.0,124.0,59.0,69.0,71.0,1.304489922911078
Denmark,1028.0,1081.0,2096.0,962.0,855.0,484.0,980.0,71.0,77.0,83.0,105.0,81.0,55.0,129.0,228.0,114.0,323.0,200.0,164.0,,,198.0,89.0,82.0,39.0,242.0,495.0,821.0,569.0,928.0,959.0,2902.0,1139.0,1882.0,3368.0,1883.0,1327.0,4364.0,4970.0,1.2932388749273462
Venezuela (Bolivarian Republic of),144.0,21.0,2.0,0.0,1.0,6.0,8.0,3.0,0.0,0.0,0.0,,1183.0,836.0,715.0,408.0,372.0,474.0,555.0,502.0,609.0,973.0,443.0,510.0,808.0,556.0,507.0,1389.0,1389.0,634.0,465.0,915.0,3088.0,4109.0,1939.0,3667.0,4034.0,4325.0,3247.0,1.2877966233129639
Ireland,117.0,264.0,,118.0,73.0,175.0,458.0,229.0,107.0,80.0,102.0,78.0,62.0,84.0,90.0,40.0,131.0,142.0,,179.0,252.0,459.0,261.0,436.0,353.0,869.0,860.0,843.0,803.0,2217.0,1170.0,1717.0,1482.0,3689.0,3061.0,1728.0,1073.0,997.0,547.0,1.279637669317902
Somalia,114.0,,,,,1001.0,3784.0,3028.0,665.0,823.0,,1347.0,,,,,,,,24.0,792.0,,,,,,,,,906.0,348.0,197.0,39.0,62.0,439.0,668.0,,,,1.258076580727762
North Macedonia,32.0,13.0,4.0,0.0,0.0,1.0,9.0,6.0,2.0,7.0,0.0,0.0,7.0,7.0,1.0,16.0,4.0,5.0,21.0,10.0,,32.0,20.0,27.0,53.0,38.0,46.0,84.0,,,,,,,,,,,,1.254121226792631
Democratic Republic of the Congo (the),1326.0,1602.0,0.0,0.0,0.0,,3407.0,2452.0,2157.0,830.0,3190.0,3799.0,3558.0,4564.0,7104.0,2534.0,,6300.0,75.0,150.0,44.0,,,,,,,,,492.0,1447.0,1473.0,1209.0,1590.0,635.0,5926.0,7265.0,13731.0,15335.0,1.2370736367493096
South Sudan,,0.0,,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2348244352668016
New Zealand,2952.0,2143.0,1096.0,1168.0,1099.0,3396.0,5598.0,1992.0,462.0,656.0,,331.0,1122.0,2720.0,3489.0,589.0,1068.0,4143.0,4143.0,1046.0,153.0,284.0,,10.0,35.0,48.0,80.0,221.0,91.0,,,,,,0.0,0.0,0.0,,0.0,1.2171127194496052
Czech Republic,752.0,667.0,627.0,585.0,2521.0,1233.0,738.0,324.0,662.0,956.0,767.0,186.0,234.0,412.0,373.0,342.0,329.0,124.0,187.0,97.0,25.0,114.0,121.0,22.0,75.0,72.0,9.0,33.0,48.0,,,,,,,,,,,1.2166092400084636
Sierra Leone,,,,,,,,23.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,,,,,,10.0,228.0,123.0,1637.0,1573.0,1732.0,1425.0,2089.0,1619.0,1.2085093773155573
Nepal,4153.0,9092.0,4890.0,4416.0,6096.0,3431.0,1595.0,1733.0,2293.0,2357.0,2297.0,879.0,1092.0,2170.0,3708.0,4479.0,4683.0,5908.0,6021.0,,14339.0,12443.0,11683.0,12166.0,5.0,2.0,8.0,15.0,18.0,18.0,13.0,32.0,25.0,102.0,160.0,2004.0,1788.0,10.0,1055.0,1.2042434002698086
Kuwait,,,,35.0,28.0,30.0,83.0,16.0,41.0,,,,,110.0,67.0,,,,43.0,7.0,20.0,137.0,10.0,46.0,5.0,28.0,78.0,1.0,25.0,11.0,163.0,114.0,42.0,22.0,14.0,354.0,96.0,60.0,69.0,1.1926188644309133
Australia,12555.0,12114.0,20037.0,22508.0,11842.0,12319.0,23855.0,38040.0,34285.0,29545.0,14435.0,5379.0,,11277.0,8676.0,4968.0,5563.0,9538.0,5795.0,4403.0,6055.0,10242.0,4389.0,4099.0,5633.0,3990.0,739.0,337.0,862.0,614.0,153.0,291.0,601.0,587.0,261.0,332.0,274.0,170.0,124.0,1.1767121584609956
Côte d'Ivoire,4.0,1.0,,,,,,,,,,,,,,0.0,0.0,0.0,,,,1284.0,1559.0,1865.0,,,1851.0,,3052.0,4284.0,3622.0,4626.0,8213.0,,,,,,,1.1748013592263742
Yemen,,,,,,2529.0,4699.0,2280.0,2534.0,2500.0,1229.0,2760.0,3476.0,1294.0,2200.0,,,,,,,,,184.0,25.0,,1556.0,,,32336.0,6358.0,5005.0,11205.0,17506.0,22581.0,28527.0,27702.0,15081.0,15332.0,1.1625115716207577
Republic of Moldova (the),217.0,355.0,283.0,50.0,188.0,115.0,92.0,102.0,31.0,47.0,30.0,36.0,43.0,24.0,105.0,31.0,5.0,210.0,169.0,38.0,182.0,327.0,78.0,123.0,871.0,831.0,526.0,442.0,266.0,,,,,,,,,,,1.1497857849675197
Albania,19.0,7.0,43.0,,,6.0,16.0,4.0,0.0,10.0,10.0,13.0,0.0,15.0,72.0,11.0,20.0,36.0,89.0,27.0,24.0,78.0,228.0,136.0,244.0,124.0,51.0,275.0,329.0,302.0,508.0,112.0,115.0,172.0,89.0,126.0,312.0,280.0,137.0,1.1469993288183633
Mozambique,,0.0,,0.0,,,,,0.0,,0.0,,,12.0,12.0,13.0,11.0,599.0,94.0,82.0,57.0,345.0,252.0,,211.0,964.0,564.0,240.0,451.0,726.0,459.0,633.0,741.0,1201.0,,,,,,1.1316558758615567
Syrian Arab Republic (the),101.0,0.0,20.0,29.0,,35.0,4.0,90.0,70.0,19.0,59.0,140.0,212.0,,268.0,309.0,476.0,240.0,124.0,183.0,313.0,925.0,934.0,961.0,212.0,51.0,109.0,103.0,39.0,69.0,30.0,166.0,255.0,286.0,214.0,485.0,188.0,260.0,430.0,1.1272801984042848
Italy,162.0,510.0,,,,,225.0,302.0,187.0,315.0,174.0,474.0,545.0,403.0,763.0,840.0,1953.0,,2543.0,3797.0,3632.0,3364.0,3895.0,14359.0,13360.0,4246.0,7055.0,19356.0,16992.0,6524.0,9535.0,30325.0,17154.0,15678.0,12493.0,25759.0,16377.0,7165.0,16643.0,1.1204721317929294
Gabon,,,,,,,,,,,,,,,,,0.0,588.0,,,,,98.0,,,128.0,406.0,,,318.0,528.0,363.0,1061.0,1721.0,1319.0,1334.0,480.0,357.0,3065.0,1.0964334603036605
India,13208.0,23766.0,37274.0,25206.0,46706.0,31089.0,44154.0,39091.0,40508.0,60385.0,43697.0,46674.0,30088.0,31122.0,32786.0,33954.0,33289.0,34703.0,31431.0,11264.0,31199.0,21371.0,,4073.0,38591.0,47612.0,63308.0,73520.0,112416.0,145215.0,143598.0,163787.0,167234.0,184368.0,189287.0,211283.0,277859.0,359288.0,320109.0,1.0739831908497985
Ethiopia,2423.0,,,,,,,,,,,,,,,,,,,733.0,749.0,,264.0,626.0,,,3813.0,,922.0,1183.0,13621.0,7198.0,4921.0,5148.0,12548.0,10993.0,10823.0,9885.0,23429.0,1.0500593116251693
Poland,1552.0,3066.0,6853.0,,,2183.0,4682.0,,1266.0,2390.0,,1987.0,1525.0,1925.0,2954.0,2034.0,1788.0,2411.0,2269.0,876.0,2871.0,2092.0,330.0,549.0,697.0,314.0,590.0,302.0,292.0,107.0,174.0,295.0,122.0,304.0,326.0,185.0,452.0,281.0,232.0,1.0494104762028784
Japan,12103.0,1661.0,3011.0,2675.0,2066.0,1663.0,4087.0,4395.0,5406.0,5208.0,6753.0,,1504.0,,1534.0,1534.0,11740.0,3804.0,3787.0,,42.0,,183.0,,,131.0,,821.0,583.0,229.0,499.0,909.0,1037.0,938.0,1114.0,2459.0,2532.0,3368.0,5033.0,1.047214824255571
Slovenia,213.0,213.0,127.0,68.0,399.0,169.0,178.0,284.0,610.0,442.0,181.0,706.0,551.0,75.0,113.0,180.0,29.0,77.0,,23.0,25.0,81.0,65.0,35.0,97.0,65.0,29.0,53.0,,,,,,,,,,,,1.0465900517513467
Sweden,739.0,805.0,679.0,603.0,703.0,237.0,289.0,177.0,266.0,281.0,459.0,689.0,795.0,1360.0,1371.0,664.0,1350.0,979.0,2705.0,,,2490.0,8473.0,10655.0,13187.0,11542.0,9782.0,11432.0,10697.0,10969.0,12777.0,6747.0,5746.0,10839.0,4743.0,9778.0,4787.0,2256.0,5221.0,1.0393626642770495
Ecuador,30.0,60.0,16.0,7.0,9.0,35.0,54.0,3.0,0.0,41.0,125.0,84.0,23.0,,0.0,127.0,355.0,308.0,482.0,204.0,248.0,235.0,163.0,176.0,562.0,362.0,320.0,601.0,487.0,247.0,197.0,312.0,907.0,741.0,420.0,802.0,1165.0,803.0,836.0,1.030324713880417
Chile,682.0,849.0,752.0,734.0,1125.0,1964.0,5762.0,2582.0,794.0,692.0,969.0,1030.0,1288.0,1213.0,1059.0,1106.0,1171.0,1611.0,3554.0,3178.0,2482.0,1457.0,1094.0,424.0,208.0,600.0,264.0,61.0,59.0,202.0,224.0,46.0,38.0,610.0,1980.0,127.0,393.0,2043.0,2795.0,0.9920446695144742
United States of America (the),,18975.0,17972.0,20679.0,32971.0,28639.0,48277.0,18719.0,27550.0,0.0,13213.0,10454.0,15632.0,25616.0,25827.0,11647.0,9771.0,7580.0,7867.0,7288.0,7405.0,6564.0,7796.0,5137.0,4617.0,6586.0,4083.0,2719.0,4570.0,4157.0,3450.0,2823.0,4195.0,3589.0,2276.0,2463.0,1895.0,1248.0,1730.0,0.9898530396060455
Estonia,69.0,56.0,74.0,77.0,43.0,55.0,149.0,478.0,1295.0,629.0,485.0,409.0,153.0,63.0,455.0,489.0,215.0,319.0,503.0,235.0,344.0,336.0,46.0,50.0,161.0,279.0,200.0,222.0,87.0,,,,,,,,,,,0.9864531580810029
Bosnia and Herzegovina,97.0,122.0,20.0,12.0,,,19.0,30.0,30.0,25.0,41.0,46.0,42.0,39.0,24.0,39.0,81.0,,43.0,71.0,109.0,,,141.0,257.0,82.0,169.0,245.0,287.0,,,,,,,,,,,0.966631212325662
Netherlands (the),4710.0,4505.0,3542.0,6566.0,8960.0,2858.0,13552.0,6726.0,2912.0,6202.0,8661.0,7325.0,4298.0,6535.0,9113.0,,5880.0,,4836.0,6279.0,2252.0,3947.0,2778.0,319.0,536.0,294.0,169.0,164.0,471.0,434.0,127.0,2709.0,2159.0,1522.0,534.0,200.0,80.0,50.0,30.0,0.9641624453584123
United Arab Emirates (the),29.0,,,,18.0,,61.0,,79.0,,51.0,,,34.0,18.0,24.0,18.0,7.0,37.0,19.0,28.0,16.0,19.0,29.0,43.0,23.0,32.0,69.0,96.0,58.0,73.0,90.0,157.0,49.0,122.0,74.0,239.0,170.0,228.0,0.9622244162090678
Lithuania,27.0,21.0,36.0,60.0,143.0,65.0,154.0,30.0,19.0,233.0,51.0,17.0,6.0,64.0,48.0,5.0,23.0,162.0,91.0,80.0,96.0,150.0,57.0,104.0,232.0,254.0,301.0,350.0,,,,,,,,,,,,0.9553654944331357
Kyrgyzstan,610.0,161.0,195.0,,,90.0,62.0,77.0,109.0,224.0,45.0,71.0,56.0,91.0,9.0,9.0,32.0,136.0,34.0,107.0,131.0,99.0,160.0,106.0,155.0,299.0,371.0,190.0,237.0,,,,,,,,,,,0.9242033721278559
France,,155.0,56.0,47.0,84.0,165.0,,,,,,,246.0,,,,,,,,,,469.0,,,,,,,,,,,83.0,57.0,112.0,137.0,66.0,100.0,0.911491320050801
